number of reviewer,r_last_interact(month),submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,review_time_duration_day,Avg_patch_LOC,Avg_cyclomatic_complexity,defective
1,1,1,13,0,3,0,0,30407,0.3699551,0,0.30881734,15,3,4,0,0,6489,1
1,1,1,0,0,1,0,0,30249,0.350627401,0,0.426016075,7,3,4,1,2963,6559,1
1,1,1,2,0,1,2,0,30253,0.350146384,0,0.424182261,2,3,4,1,2963,6561,1
1,1,1,15,0,2,4,0,29865,0.353050374,0,0.4,4,3,4,4,2135.5,6564,1
1,1,1,735,0,8,0,0,30267,0.351078536,0,0.249379433,294,3,4,0,0,6564,1
1,1,1,2,0,1,0,0,30251,0.350593904,0,0.422336691,2,3,4,0,0,6565,1
1,1,1,0,0,1,0,0,30247,0.350108549,0,0.420479253,7,3,4,0,0,8439,1
1,1,1,0,0,2,0,0,29281,0.367865399,0,0.299082373,12,3,4,11,3443.5,8978,0
1,1,1,4,0,1,4,0,29279,0.366815341,0,0.294111326,5,3,4,11,6151,9030,1
1,1,1,897,0,3,0,0,29205,0.406456044,0,1,812,3,4,10,0,9030,0
1,1,1,842,2,3,799,0,29207,0.335230769,2,1,816,3,4,10,4298.333333,9036,1
1,1,1,134,0,3,20,0,29217,0.335230769,0,1,75,3,4,9,4303.333333,9038,1
1,1,1,6,0,2,0,0,29753,0.848484848,0,0.290444015,20,3,4,2,0,9040,0
1,1,1,16,0,1,15,0,29871,0.354790398,0,0.705882353,16,3,4,1,176,9040,0
1,0,1,1,0,2,1,1,29969,0.418346432,1,0,22,3,4,1,1063.5,9040,0
1,0,1,1,0,2,0,0,29967,0.414557158,0,0,22,3,4,0,0,9041,1
1,1,1,2,0,1,2,0,29557,0.3906298,0,0.409071429,2,3,4,3,175,9041,0
1,1,1,6,0,1,1,0,29559,0.3906298,0,0.409071429,12,3,4,3,9256,9047,1
1,1,1,8,0,3,3,0,29845,1,0,0.292798691,7,3,4,1,462.3333333,9070,0
1,1,1,16,0,1,0,0,29869,0.354959723,0,0.6875,16,3,4,0,0,9070,1
1,0.333333333,1,15,0,2,0,0,29863,0.353992647,0,0.3125,4,3,4,0,0,9072,1
1,1,1,74,0,9,62,0,29789,0.412666696,2,0.383067252,88,3,4,1,1285.222222,9072,1
1,1,1,0,0,4,0,0,29313,0.379298228,0,0.368708888,11,3,4,7,675.25,9073,0
1,1,1,2,0,2,2,0,29315,0.377352454,0,0.366590461,8,3,4,7,4783,9126,1
1,1,1,1,0,1,1,0,29481,0.411982298,0,0.365525907,1,3,4,3,6426,9188,0
1,1,1,0,1,4,0,0,29247,0.408939515,1,0.361231666,55,3,4,8,1592.75,9213,1
1,1,1,104,0,2,73,0,29695,0.227012522,0,1,89,3,4,1,2592.5,9214,0
1,1,1,120,0,2,89,0,29691,0.227012522,0,1,105,3,4,1,2592.5,9214,0
1,1,1,42,1,2,41,0,29693,0.189305816,1,1,42,3,4,1,2584.5,9216,1
1,1,1,0,0,1,0,0,29815,0.330200501,0,1,13,3,4,1,359,9216,0
1,0,0.5,0,0,1,0,0,29813,0.323074975,0,0,13,3,4,0,0,9217,1
1,1,1,1,0,3,1,0,29787,0.406636682,0,0.374410812,29,3,4,1,1846.666667,9217,0
1,1,1,1,0,3,1,0,29785,0.404315835,2,0.371441243,34,3,4,1,224.3333333,9225,0
1,1,1,0,0,1,0,0,29783,0.403538179,0,0.370445112,13,3,4,1,282,9262,1
1,1,1,0,0,1,0,0,29781,0.402758491,0,0.369445819,24,3,4,1,609,9270,0
1,1,1,48,0,8,47,0,29779,0.396446823,0,0.361335797,48,3,4,1,1657,9270,1
1,1,1,122,0,18,109,0,29777,0.381917766,0,0.342512997,234,3,4,1,1253.055556,9271,1
1,1,1,0,0,4,0,0,29245,0.378554054,0,0.356878901,55,3,4,8,0,9272,1
1,1,1,2,0,1,0,0,29757,0.84375,0,0.288038741,6,3,4,1,146,9272,1
1,0.5,1,6,0,2,5,0,29755,0.833333333,0,0.283178937,16,3,4,1,96.5,9272,1
1,1,1,23,0,4,0,0,29673,0.353406731,0,0.288507301,0,3,4,1,1295.75,9278,1
1,1,1,6,0,3,4,0,29671,0.351944953,0,0.287038287,9,3,4,1,1290.333333,9295,1
1,1,1,1,0,2,1,0,29681,0.390083632,0,0.411046058,3,3,5,1,415,9296,0
1,1,1,18,0,2,18,0,29609,0.340328654,0,0.377179119,41,3,4,2,1034,9297,0
1,1,1,91,0,2,17,0,29607,0.33812975,0,0.375475095,101,3,4,2,1058,9302,1
1,1,1,8,0,4,8,0,29605,0.333747591,0,0.372294372,8,3,4,2,4211.25,9303,1
1,1,1,7,0,1,0,0,29685,0.351682468,0,0.666666667,0,3,4,1,2967,9306,1
1,1,1,8,1,2,8,0,29553,0.615384615,1,0.350703136,28,3,3,1,321.5,9306,0
1,1,1,8,0,2,0,0,29551,0.545454545,0,0.349720841,28,3,3,1,0,9314,1
1,1,1,7,0,1,0,0,29683,0.349329512,0,0.5,0,3,4,0,0,9314,1
1,1,1,1,0,2,0,0,29679,0.385679904,0,0.40792865,3,3,5,0,0,9328,1
1,1,1,29,0,4,0,0,29669,0.347998698,0,0.285564732,9,3,4,0,0,9328,1
1,1,1,1,0,1,1,0,29663,0.406244087,0,1,2,3,4,1,1633,9332,1
1,1,1,49,0,6,26,0,27177,0.446764752,0,0.395863183,59,0,4,33,4586.666667,9333,1
1,0,1,1,0,1,0,0,29661,0.404548331,0,0,2,3,4,0,0,9351,1
1,1,1,18,0,4,18,0,27175,0.439313773,1,0.388649609,21,0,4,33,1836.5,9429,1
1,1,1,16,0,1,8,0,27173,0.437419562,0,0.386819219,8,0,4,33,3620,9429,1
1,1,1,18,0,5,14,0,29659,0.394490026,1,0.374387255,152,3,4,1,1352.2,9453,0
1,0.5,1,18,0,5,0,0,29657,0.384086074,0,0.36267166,152,3,4,0,0,9467,1
1,1,1,76,0,3,0,0,29113,0.226519323,0,1,156,3,4,9,0,9467,1
1,1,1,103,0,5,0,0,29603,0.32859438,0,0.368837764,136,3,4,1,0,9472,1
1,0,1,53,0,14,8,0,10631,0.282640145,0,0,156,3,4,210,579.2857143,9473,1
1,0,1,2,0,1,0,0,29469,1,0,0,3,5,4,1,810,9473,0
1,1,1,5,0,2,0,0,29187,1,0,1,15,3,4,6,0,9473,0
1,1,1,2,1,2,2,0,29191,1,1,1,12,3,4,6,1312,9478,1
1,0,1,3,0,2,3,0,29189,1,0,0,3,3,4,6,1307,9478,1
1,1,1,1,0,1,1,0,28115,0.357090653,0,0.384977835,2,0,4,20,68,9499,0
1,1,1,32,0,1,4,0,28089,0.355991663,0,0.383125359,139,0,4,21,2273,9500,0
1,1,1,0,0,1,0,0,28087,0.354888909,0,0.381261689,2,0,4,21,1307,9500,0
1,1,1,17,0,2,15,0,28083,0.352672032,0,0.377500362,100,0,4,21,2259.5,9500,0
1,1,1,1,0,1,0,0,29479,0.36927998,0,0.35155787,1,3,4,0,0,9507,1
2,1,1,0,1,3,0,0,29363,1,1,0.228972033,8,3,4,1,981.6666667,9507,0
1,1,1,0,0,1,0,0,28831,0.278858625,0,0.402707959,4,5,4,14,1384,9507,0
1,1,1,11,0,2,9,0,28829,0.273202614,0,0.400555556,27,5,4,14,910.5,9507,1
1,1,1,0,0,2,0,0,28827,0.267457181,0,0.398387583,20,5,4,14,24,9507,0
1,1,1,1,0,1,0,0,29199,0.350530106,0,0.444444444,5,3,4,5,1567,9507,0
2,1,0,0,0,3,0,0,29361,0,0,0.227929431,8,3,4,1,0,9507,1
1,1,1,1,0,1,1,0,28065,0.457627119,0,0.39476626,1,3,4,18,5126,9507,1
1,1,1,3,0,2,3,0,28063,0.453924915,0,0.39105317,6,3,4,18,4616.5,9526,1
1,1,1,1,0,1,1,0,28061,0.452054795,0,0.389179487,2,3,4,18,3378,9527,0
1,1,1,2,0,1,1,0,28059,0.450171821,0,0.387294239,1,3,4,18,17185,9527,0
1,1,1,0,0,10,0,0,27461,0.252341533,0,0.347296674,242,3,5,23,968.5,9527,1
1,1,1,2,0,2,0,0,29311,0.331523702,0,0.382780317,11,3,4,1,2370,9530,1
1,1,1,0,0,1,0,0,29321,0.346132444,0,0.381697499,1,3,5,1,225,9531,1
1,1,1,0,0,1,0,0,29319,0.344901055,0,0.37946536,1,3,5,1,0,9532,1
2,1,1,4,0,7,2,0,29309,0.323483609,0,0.349630453,30,3,4,0,1910.857143,9534,1
1,1,1,4,0,1,0,0,29301,0.346473524,0,0.88125,8,3,4,1,5862,9544,0
1,1,1,9,0,5,8,0,29291,0.34072065,1,0.317621248,12,3,4,1,1506,9581,1
1,1,1,5,0,2,1,0,29267,0.150295858,0,1,6,5,4,1,6251,9592,1
1,1,1,4,0,1,0,0,29299,0.33982245,0,0.879746835,8,3,4,0,0,9614,1
1,1,1,10,0,1,0,0,29295,0.338656058,0,0.308038549,18,3,4,0,0,9614,1
1,0.5,1,4,0,2,0,0,29277,0.336310867,0,0.298010122,17,3,4,0,0,9615,1
1,1,0.25,5,0,2,0,0,29265,0.104365904,0,1,6,5,4,1,0,9615,1
1,1,1,1,0,1,0,0,23341,0.463468013,0,0.233108108,0,3,4,66,198,9620,0
1,1,1,6,0,1,6,0,29211,0.475862069,0,0.291827784,12,3,4,1,6848,9620,1
1,0.333333333,1,1,0,1,0,0,23343,0.460744501,0,0.22260274,0,3,4,66,198,9620,1
1,1,1,6,0,1,0,0,29209,0.474048443,0,0.291683919,12,3,4,0,0,9621,1
1,0.5,1,1,0,1,0,0,29197,0.391977186,0,0.375,5,3,4,0,0,9622,1
1,1,1,0,0,3,0,0,29181,0.468531469,0,0.400986501,33,2,4,1,11969.33333,9622,0
1,1,1,5,0,1,1,0,22559,0.459074733,0,0.391508439,2,2,4,71,160,9622,0
1,1,1,5,0,4,1,0,22557,0.459074733,0,0.391508439,35,2,4,71,9017,9622,1
1,1,1,0,0,1,0,0,23839,0.520838421,1,0.289520432,12,3,4,61,0,9638,1
1,1,1,15,0,2,0,0,23835,0.515873016,0,0.421464646,15,3,4,61,0,9650,0
1,1,1,11,0,1,0,0,23833,0.513351521,0,0.418527919,21,3,4,61,0,9654,1
1,1,1,49,0,12,49,0,29167,0.722222222,0,0.421332106,49,3,4,1,1064.166667,9655,1
1,1,0.166666667,49,0,12,0,0,29165,0.166666667,0,0.380243261,49,3,4,0,0,9658,1
1,1,1,26,0,13,15,0,28965,0.331010716,1,0.328596866,49,3,4,6,1588.384615,9659,1
1,1,1,1,0,3,0,0,29015,0.505626942,0,0.281410783,22,3,4,5,385.6666667,9659,0
1,0,0.333333333,11,0,4,2,0,29063,0.333333333,0,0,27,3,4,0,4844,9659,0
1,1,1,0,0,2,0,0,28849,1,0,0.173095238,26,3,4,3,0,9659,0
1,0.166666667,1,0,3,2,0,0,28851,1,3,0.156219631,26,3,4,3,1169.5,9659,1
1,1,1,14,1,6,0,0,26181,0.494047619,4,0.268294353,17,3,4,30,0,9748,1
1,1,1,14,0,1,0,0,26173,0.491267661,0,0.265042328,6,3,4,30,0,9750,1
1,1,1,20,2,1,12,0,26171,0.488456985,2,0.261761267,36,3,4,30,462,9837,1
1,1,1,1055,0,5,6,0,28859,0.413676845,0,0.32177889,14,3,4,2,434.8,9838,1
1,1,1,24,0,3,3,0,28865,0.409166667,0,0.317333677,3,3,4,2,1295.666667,9840,1
1,1,1,1089,0,7,0,0,28857,0.409166667,0,0.317333677,41,3,4,2,0,9840,1
1,1,1,6,0,4,5,0,28863,0.407343107,0,0.315421446,15,3,4,2,1300.5,9840,1
1,1,1,10,0,3,9,0,28861,0.405968033,0,0.313980228,15,3,4,2,329.6666667,9840,1
1,0,0,0,0,1,0,0,28619,0,0,0,2,3,4,1,25,9845,1
1,1,1,1,0,1,1,0,29011,1,0,0.339814815,2,3,4,1,3406,9845,1
1,0.5,0,1,0,1,1,0,29013,0,0,0.320952381,2,3,4,1,3406,9849,1
1,1,1,1,0,1,1,0,28969,0.364038961,1,0.881868132,2,3,5,1,1864,9849,0
1,0.333333333,1,26,0,13,0,0,28963,0.365403033,0,0.27991453,49,3,4,1,0,10409,1
1,1,1,1,0,1,0,0,28967,0.364219083,0,0.880333952,2,3,5,0,0,10410,1
1,0.25,1,21,0,4,4,0,28795,1,0,0.25,18,3,4,2,2445,10414,0
2,1,1,0,0,1,0,0,25555,1,0,0.32156311,23,3,4,35,422,10540,0
4,1,1,363,0,23,0,0,21641,0.336039172,0,0.331279855,803,3,5,75,0,10593,1
1,1,1,2,0,1,2,0,28885,0.334742374,0,0.33558799,8,3,5,1,2018,10600,1
1,1,1,14,0,2,10,0,21743,0.33213352,0,0.333176332,20,3,5,72,880.5,10667,1
2,1,1,302,0,20,104,0,21643,0.304873664,2,0.306271524,733,3,5,75,2281.5,10671,1
1,1,1,34,0,1,0,0,21745,0.303452138,0,0.720779221,26,3,5,72,0,10674,1
1,1,1,17,0,1,0,0,21741,0.302024785,0,0.386490633,22,3,5,72,0,10704,1
1,1,1,0,2,7,0,1,25557,1,3,0.292762124,443,3,4,34,104.4285714,10738,0
1,1,1,0,0,2,0,0,25551,1,0,0.290697196,51,3,4,34,7973,10747,0
1,1,1,0,0,2,0,0,25553,1,0,0.290697196,51,3,4,34,686.5,10749,0
1,1,1,4,4,3,0,0,25547,1,4,0.288099017,273,3,4,34,1242.666667,10752,0
1,1,1,0,1,2,0,0,25549,1,1,0.288099017,262,3,4,34,981,10754,0
1,1,0.5,11,0,4,0,0,28825,0.312583668,0,0.430531703,51,5,4,0,0,10754,1
3,1,1,12,0,8,7,0,28617,1,0,1,78,3,4,3,1615.75,10758,0
1,1,1,1,0,1,1,0,27961,0.418562951,0,0.28917778,23,3,4,7,437,10758,0
1,1,1,25,0,2,0,0,27959,0.417661499,0,0.288133988,0,3,4,7,549,10762,1
1,1,1,1,0,1,1,0,27957,0.417209723,0,0.287610942,3,3,4,7,415,10762,1
1,1,1,4,0,2,4,0,27955,0.416304066,0,0.28656254,26,3,4,7,281,10762,1
1,1,1,2,0,1,1,0,27953,0.415850181,0,0.286037181,3,3,4,7,918,10762,1
1,1,1,8,0,2,4,0,27951,0.414940291,0,0.284984139,16,3,4,7,2147,10764,1
1,1,1,4,0,2,4,0,28629,1,1,1,56,3,4,3,146,10800,1
2,1,1,0,1,1,0,0,25543,1,2,0.292429813,1,3,4,33,399,10800,1
2,1,1,0,5,1,0,0,25541,1,5,0.291960602,141,3,4,33,398,10801,1
2,1,1,3,5,4,3,0,25539,1,5,0.290077518,250,3,4,33,3787.5,10801,1
2,1,1,23,24,8,8,4,24319,0.520825643,30,0.378205128,353,3,4,46,1948.625,10802,0
1,0,1,0,0,1,0,0,28623,1,0,0,6,3,4,1,75,10812,1
1,1,1,4,0,1,0,0,28627,1,1,1,6,3,4,1,2008,10817,1
1,0,1,2,0,2,1,0,28625,1,1,0,6,3,4,1,1766,10817,1
1,1,1,2,0,1,2,0,28621,1,0,1,2,3,4,1,6994,10818,1
2,1,1,1,14,6,0,7,19403,0.516404199,24,0.397478992,151,3,4,94,322.3333333,10818,0
2,1,1,1,0,6,0,0,19401,0.508666667,0,0.392372881,151,3,4,94,0,10818,1
1,1,1,0,0,2,0,0,28463,0.423985959,0,0.292690732,2,3,4,1,481.5,10818,1
1,1,0,0,1,4,0,0,25537,0,1,0.284005814,23,3,4,30,1656,10821,1
1,0.5,1,0,0,2,0,0,28461,0.423085938,0,0.285002588,2,3,4,0,0,10821,1
1,1,1,1,0,1,1,0,28243,0.424068283,0,0.544753086,4,3,4,1,919,10823,1
1,1,1,1,0,1,0,0,28241,0.423617632,0,0.543696829,4,3,4,1,0,10836,1
1,1,1,30,0,3,5,0,18721,0.483505155,0,0.771428571,400,3,4,100,704,10836,0
1,1,1,1,1,4,1,0,18713,0.472631579,1,0.688311688,15,3,4,100,2039.75,10842,0
1,0,0.333333333,2,0,2,2,0,27971,0.205128205,0,0,2,3,4,3,9111,10880,1
1,0,0.333333333,2,0,2,0,0,27969,0.205128205,0,0,2,3,4,3,0,10882,1
1,1,1,4,0,2,3,0,28211,0.419465269,0,0.353238211,3,3,5,1,5881,10886,0
1,1,1,17,0,7,17,0,28209,0.413480375,1,0.344885199,38,3,5,1,3796,10893,1
1,1,1,21,0,7,0,0,28207,0.407370796,0,0.336313603,41,3,5,1,0,10966,1
1,1,1,1,1,1,1,0,27859,0.268197462,1,0.322382068,66,0,4,2,1402,11015,0
1,1,1,108,1,38,0,0,27435,0.441021672,2,0.369668524,277,3,4,8,0,11024,0
1,1,1,128,0,2,43,0,27657,0.441021672,0,0.409863946,125,3,4,6,139,11026,1
2,1,1,792,0,60,150,0,27429,0.441021672,0,0.375301712,1054,3,4,8,177.2166667,11036,1
2,1,1,638,12,17,0,0,27431,0.396153846,16,0.344388807,729,3,4,8,0,11037,1
1,1,1,30,0,7,29,0,27433,0.396153846,1,0.336994755,104,3,4,8,552.4285714,11113,1
1,1,1,0,0,1,0,0,28175,0.406487593,0,0.336943404,37,3,4,1,3585,11113,0
1,1,1,11,0,5,0,0,27909,0.402031794,0,0.330676329,45,3,4,2,0,11114,1
1,1,1,5,0,1,3,0,28069,0.555555556,2,0.666666667,4,3,4,1,115,11114,0
1,1,1,248,0,42,151,0,27171,0.478678385,0,0.383447881,322,0,4,12,1787.833333,11122,1
1,1,1,0,0,1,0,0,27841,0.564305556,0,0.50196793,6,3,4,2,39,11189,0
1,1,1,169,0,23,29,0,27839,0.500477707,1,0.435755574,63,3,4,2,77.04347826,11314,1
1,0.5,0.333333333,5,0,1,0,0,28067,0.333333333,0,0.5,4,3,4,0,0,11314,1
1,1,1,7,0,5,0,0,28057,0.468293493,0,0.398892774,10,3,4,0,0,11317,1
1,1,1,229,13,48,79,0,23337,0.284285714,13,0.236057692,382,3,4,51,1365.666667,11318,1
1,1,1,229,0,49,0,0,23333,0.284285714,0,0.236057692,382,3,4,51,0,11334,1
1,1,1,5,0,1,0,0,23335,0.279136691,0,0.228640777,0,3,4,51,4799,11348,0
1,0.142857143,1,31,0,7,0,0,18711,0.240909091,0,0.142857143,415,3,4,98,0,11364,1
1,1,1,11,0,4,6,0,27911,0.402698652,0,0.330338624,8,3,4,1,866,11365,1
1,1,1,40,0,6,0,0,27949,0.430359015,0,0.295464049,70,3,4,0,0,11389,1
1,1,1,902,0,12,1,0,27927,0.535782557,0,0.429285714,1,3,4,1,462.3333333,11391,0
1,1,1,49,0,5,12,0,27925,0.527311436,0,0.427011952,62,3,4,1,328,11391,1
1,1,1,2,0,1,2,0,27923,0.525579976,0,0.426555024,2,3,4,1,566,11391,1
1,1,1,952,0,16,0,0,27921,0.496044099,0,0.422509424,64,3,4,1,0,11391,1
1,1,1,1,0,1,0,0,27857,0.267947136,0,0.320791415,66,0,4,0,0,11394,1
1,1,1,9,0,3,2,0,27753,0.421524966,0,0.295733459,2,3,4,1,1172,11394,1
1,1,1,9,0,3,2,0,27751,0.42027868,0,0.294229968,2,3,4,0,1121.666667,11395,1
1,1,1,12,0,3,0,0,27377,0.43726607,0,0.304638773,0,3,4,5,1356.666667,11398,1
1,1,1,5,0,1,3,0,27375,0.436807818,0,0.304115945,18,3,4,5,926,11398,1
1,1,1,3,0,2,3,0,27665,1,0,0.478181565,3,3,4,1,109,11399,0
1,1,1,2,0,1,2,0,27669,0.406905122,0,0.341125954,5,3,4,1,3620,11399,0
1,1,1,2,0,1,0,0,27667,0.406006494,0,0.339866157,5,3,4,0,0,11401,1
1,1,0,3,0,2,0,0,27663,0,0,0.472006199,3,3,4,0,0,11405,1
1,1,1,2,0,2,2,0,27615,0.293414808,0,0.429489177,20,3,5,1,6896.5,11412,1
1,1,1,0,0,3,0,0,27607,0.403511633,0,0.312484045,16,3,5,1,19,11437,1
1,1,1,6,0,1,0,0,27605,0.402602352,0,0.303780441,7,3,5,1,10399,11462,1
1,1,1,2,0,2,0,0,27613,0.291059524,0,0.427141113,20,3,5,0,0,11490,1
1,1,1,57,0,2,4,0,27611,0.288688485,0,0.390571595,68,3,5,1,830,11515,0
2,1,1,2,2,11,2,0,27457,0.275358968,7,0.369069873,342,3,5,2,890.8181818,11515,1
2,1,1,6,0,4,0,0,27603,0.399005502,0,0.316528074,23,3,5,0,0,11568,1
1,1,1,40,0,3,10,0,27491,0.381965774,2,0.422627866,163,3,5,2,1045,11570,0
1,1,1,19,1,3,0,1,27525,0.271636497,4,0.37834448,46,3,5,1,0,11572,1
1,1,1,2,0,1,2,1,27459,0.27038716,1,0.286748299,62,3,5,2,76,11572,1
1,1,1,40,0,3,0,0,27489,0.374680499,0,0.416140539,163,3,5,2,0,11572,1
1,1,1,3,0,3,3,0,27521,0.349310777,1,0.418699187,13,3,4,1,1138.666667,11580,0
1,1,1,3,0,3,0,0,27519,0.322570124,0,0.372807018,13,3,4,0,0,11580,1
1,1,1,1,0,1,1,0,27499,0.453791481,0,0.341386912,1,3,4,1,3617,11585,1
1,1,1,1,0,1,0,0,27497,0.45295116,0,0.34012278,1,3,4,0,0,11633,1
1,1,1,16,0,2,4,0,27485,0.451262738,2,0.702764977,48,3,4,1,5896.5,11724,1
1,1,1,0,0,1,0,0,27487,0.450414612,0,0.692857143,1,3,4,1,86,11765,0
1,1,1,53,0,8,6,0,27483,0.443534044,0,0.581168831,10,3,4,1,4627.625,11766,1
1,0.25,1,49,0,10,0,0,27481,0.434687208,0,0.232142857,39,3,4,0,0,11767,1
2,1,1,24,7,4,0,1,23827,0.348603839,8,0.397305414,254,3,4,40,0,11771,0
2,1,1,24,16,4,6,0,23829,0.341710758,20,0.394303199,254,3,4,40,1344.25,11771,1
1,1,1,4,0,1,1,0,27451,0.363993795,0,0.339964633,4,3,4,1,3604,11771,1
1,1,1,4,0,1,1,0,27449,0.362719234,0,0.33820922,4,3,4,1,3604,11771,1
1,1,1,17,0,3,3,0,27373,0.462571429,0,0.309476983,18,3,4,0,1357.333333,11771,1
1,1,1,2,0,2,2,0,27371,0.518115942,0,0.466666667,4,3,4,1,636,11774,0
1,0.333333333,1,2,0,2,0,0,27369,0.507407407,0,0.288888889,4,3,4,0,0,11774,1
1,1,1,5,0,1,0,0,26711,0.272970872,0,0.428105979,0,3,4,7,3338,11777,0
1,1,1,0,1,19,0,0,26633,0.439260057,1,1,269,3,4,7,0,11777,0
1,1,1,2,1,1,1,0,26627,0.436832612,1,0.431345029,13,3,4,7,3877,11777,0
1,1,1,5,0,2,5,0,27299,0.427326266,0,1,6,3,4,3,21.5,11785,0
1,1,1,5,0,5,5,0,27297,0.417026379,0,1,21,3,4,3,3372.2,11893,0
1,1,1,1,0,10,0,0,27307,0.480102041,0,0.476190476,704,3,4,2,167.6,12010,0
1,1,1,1,0,10,0,0,27305,0.442153285,0,0.339477727,704,3,4,0,0,12015,1
1,1,1,10,0,7,0,0,27295,0.407503075,0,1,27,3,4,0,2.714285714,12015,1
2,1,1,231,3,10,59,0,23371,0.340846995,3,0.384949758,371,3,5,39,860.9,12015,1
2,1,1,231,29,10,0,3,23373,0.322331461,36,0.372215799,371,3,5,39,0,12016,1
2,1,1,6,3,3,6,1,27115,0.501181102,4,1,29,3,4,1,4179.333333,12016,1
1,1,1,1,0,1,1,0,27133,0.323552124,0,0.282251603,1,3,4,1,2686,12025,0
1,1,1,0,0,1,0,0,27129,0.432758621,0,0.313759417,5,5,4,1,5145,12025,0
1,1,1,20,0,6,4,0,27165,0.489112903,0,0.586845466,4,3,4,1,391.5,12025,1
1,1,1,20,0,6,0,0,27163,0.476446281,0,0.577124183,4,3,4,0,0,12025,1
2,1,1,6,0,3,0,0,27113,0.469874477,0,1,29,3,4,1,0,12025,1
1,1,1,0,1,1,0,0,26741,1,1,0.510813492,6,3,4,3,338,12028,0
1,1,1,1,0,1,0,0,27131,0.322820037,0,0.280522088,1,3,4,0,0,12038,1
1,1,1,0,0,1,0,0,27127,0.432005312,0,0.313959235,5,5,4,0,5145,12042,1
1,1,0,0,0,1,0,0,26739,0,0,0.507884232,6,3,4,2,0,12078,1
1,1,1,57,0,8,0,0,26461,0.452164502,0,0.5634278,124,3,4,4,0,12231,1
1,1,1,24,0,1,12,0,27003,0.281931809,0,0.431168014,40,3,4,1,3354,12350,1
1,1,1,10,0,2,9,0,27001,0.279451435,0,0.426842296,15,3,4,1,1793,12364,1
2,1,1,23,0,8,8,0,24317,0.592038946,0,0.43875502,353,3,4,29,1948.625,12364,1
2,1,1,723,5,17,301,1,22891,0.33502638,8,0.403149946,931,3,5,43,1399.176471,12365,1
1,1,1,49,3,11,38,4,23945,0.33502638,10,0.412319414,799,3,5,32,618.3636364,12365,1
1,1,1,66,1,4,14,0,26997,0.472945673,2,0.442511013,32,3,4,1,1819.75,12367,1
1,0,1,20,0,5,5,0,26669,0.4695059,0,0,24,3,4,2,945,12379,0
1,1,1,3,0,2,2,0,27017,0.437555556,0,0.559863946,36,3,4,1,502.5,12394,0
1,1,1,9,0,6,0,0,27009,0.422146119,0,0.548814505,54,3,4,1,0,12454,1
1,1,1,6,0,4,6,0,27011,0.411395349,1,0.541134752,18,3,4,1,396.25,12463,1
1,1,1,25,0,5,25,0,26995,0.471189693,1,0.397380952,38,3,4,1,1474,12463,1
1,1,1,34,0,2,21,0,26999,0.277733762,0,0.384055425,55,3,4,1,1801,12464,1
1,1,1,91,0,5,0,0,26993,0.469364162,0,0.382682927,70,3,4,0,0,12473,1
1,1,1,26,1,4,10,0,16277,0.722391304,1,0.449653979,63,3,5,108,414.75,12473,0
1,1,1,2,0,1,1,0,26475,1,0,0.314235171,2,3,4,3,5143,12473,1
1,1,1,0,0,1,0,0,26701,0.310865575,0,0.482308412,13,3,4,2,3610,12482,1
1,1,1,33,0,8,19,0,26905,0.267578877,0,0.363175948,51,3,4,1,782.125,12491,1
1,1,1,5,0,1,0,0,26713,0.266289403,0,0.360466059,0,3,4,2,3338,12492,1
1,1,1,30,0,2,0,0,26695,0.460547029,0,0.354976497,0,3,5,2,833,12492,0
1,1,1,35,0,5,18,0,25739,0.259773323,1,0.340831245,50,3,4,13,983,12492,1
1,1,1,11,0,1,11,0,26691,0.459653895,0,0.337927418,41,3,5,2,3265,12492,0
1,1,1,9,0,1,1,0,26811,0.467148148,1,0.322086364,8,3,4,1,351,12492,0
1,1,1,0,0,1,0,0,26689,0.458757798,0,0.334997893,2,3,5,2,1085,12492,1
1,1,1,0,0,2,0,0,26809,0.462369208,0,0.320614239,2,3,4,1,58,12497,0
1,1,1,2,0,1,1,0,26473,1,0,0.314043645,2,3,4,3,5143,12499,1
1,1,1,1,0,1,1,0,26663,1,0,0.380765535,1,3,4,1,81,12499,0
1,1,1,104,0,5,0,0,26489,0.459388438,0,0.445142602,0,3,4,2,76.4,12511,0
1,1,1,121,0,22,1,0,26659,0.477614242,0,0.63406683,2,3,4,1,521.8636364,12513,1
1,1,1,4,0,12,3,0,26657,0.472288304,1,0.623005877,43,3,4,1,1263.583333,12514,1
1,1,1,1,1,1,1,0,26773,0.385784314,2,0.50753012,1,3,4,1,595,12514,0
1,1,1,119,0,26,0,0,26655,0.460836227,0,0.597670251,43,3,4,1,0,12514,1
1,1,1,6,0,6,5,0,26817,0.367171717,0,0.529112082,23,3,5,1,297.8333333,12514,0
1,1,1,6,0,6,0,0,26815,0.347395833,0,0.516442451,23,3,5,0,0,12517,1
1,1,1,1,0,1,0,0,26771,0.343979058,0,0.504545455,1,3,4,1,0,12526,1
1,1,1,9,0,3,0,0,26807,0.455037879,0,0.318394024,10,3,4,0,0,12558,1
1,1,1,8,0,2,4,0,26667,0.450038226,0,0.415489467,10,3,4,1,2637.5,12568,1
