number of reviewer,r_last_interact(month),submitter_last_interact(month),LOC_deleted,issue_resolved_count,size of patch (N_of_files),LOC_replaced,issue_dropped_count,REVIEW_REQ_ID,submitter_Avg_interact(month),number_Reviewer_comments,r_Avg_interact(month),LOC_added,bug_severity,bug_priority,review_time_duration_day,Avg_patch_LOC,Avg_cyclomatic_complexity,defective
1,1,1,3,0,4,3,0,23447,0.450051536,0,0.441100164,12,3,4,2,509.5,15347,0
1,1,1,1,0,2,1,0,23445,0.447660455,0,0.438518641,7,3,4,2,513,15347,1
1,1,1,8,0,1,3,0,23443,0.446457101,0,0.437218915,3,3,4,2,429,15347,1
1,1,1,1,0,1,1,0,23377,0.371226796,0,0.406926407,2,3,4,2,235,15362,0
1,1,1,0,2,2,0,0,23537,0.380819367,2,0.618518519,58,3,4,1,136.5,15366,1
1,1,1,3,0,1,0,0,23539,0.679979253,0,0.448717949,10,3,4,0,0,15391,1
1,1,1,1,0,2,1,0,23435,0.394451776,0,0.372804233,5,3,4,1,334.5,15391,0
1,1,1,4,0,4,2,0,23463,0.388805639,0,0.370652618,99,3,4,1,1666.75,15404,1
1,1,1,10,0,1,10,0,23423,0.387377615,0,0.526428571,14,3,4,1,6166,15447,1
1,1,1,53,0,1,30,0,23461,0.385942902,0,0.370112405,57,3,4,1,491,15447,1
1,1,1,0,0,1,0,0,23439,0.384501453,0,0.521645022,6,3,4,1,6164,15447,1
1,1,1,34,0,2,19,0,23437,0.381598158,1,0.511782032,54,3,4,1,5131,15467,1
2,1,1,181,0,4,0,0,23515,0.383373885,0,0.379361702,72,3,4,0,0,15468,1
1,1,1,1,0,1,1,0,23049,0.688992731,0,0.528313253,2,3,4,5,1637,15543,1
1,0.25,0,1,0,1,0,0,23475,0,0,0.25,1,3,4,1,0,15568,1
1,1,1,57,0,4,0,0,23459,0.396343537,0,0.36794225,156,3,4,0,0,15585,1
1,1,1,11,0,7,0,0,23441,0.455768015,0,0.42940056,30,3,4,0,0,15585,1
2,1,1,35,0,4,0,0,23433,0.390539148,0,0.375763322,65,3,4,0,0,15594,1
2,1,1,64,1,7,33,0,23403,0.372641509,2,0.383073728,114,3,4,1,613.1428571,15599,1
1,1,1,10,0,1,0,0,23421,0.389070568,0,0.485248447,14,3,4,0,0,15599,1
1,1,1,2,0,1,1,0,22899,0.367154803,0,0.454225352,9,2,2,6,150,15607,0
2,1,1,13,0,3,1,0,23139,0.794444444,0,0.24829932,70,3,4,4,1091,15655,0
1,0.2,1,15,0,1,4,0,23135,0.792625369,0,0.181481481,20,3,4,4,1491,15717,1
1,1,1,4,0,2,4,0,22735,0.370265152,0,0.419415808,4,3,5,7,683,15717,0
1,1,1,59,0,1,0,0,23241,0.688669439,0,0.369925788,0,3,4,1,1755,15754,0
1,0,1,61,29,13,0,0,20817,0.412781532,29,0,291,3,4,27,0,15791,0
1,0,1,105,0,13,8,0,17701,0.412781532,0,0,375,3,4,59,1630.692308,15810,0
1,0.5,1,1,0,1,0,0,23375,0.382622818,0,0.365740741,2,3,4,0,0,15815,1
1,1,1,14,0,15,13,0,21299,0.544070513,0,0.444932985,290,3,4,22,2487.733333,15817,1
1,1,1,14,9,15,13,3,21301,0.508635579,29,0.425203114,290,3,4,22,2487.733333,15825,1
1,1,1,224,2,13,31,0,23003,0.372689769,2,0.359288194,59,3,4,4,148.7692308,15825,0
1,1,1,144,3,16,1,0,23215,0.684108527,4,0.83819133,32,3,4,1,340.625,15825,1
1,1,1,144,0,16,0,0,23213,0.678673835,0,0.82568438,32,3,4,0,0,15825,1
1,1,1,29,0,1,28,0,23067,0.678507356,0,0.824838188,60,3,4,3,469,15830,1
1,1,1,3,0,1,2,0,22999,0.445653639,0,0.446799005,2,3,4,2,174,15835,0
1,1,1,1,0,2,1,0,23169,0.788888889,0,1,2,3,4,1,383,15836,0
1,0,1,1,0,2,0,0,23167,0.785015291,0,0,2,3,4,0,0,15836,1
1,0,1,0,0,3,0,0,23141,0.778930818,0,0,111,3,4,1,60,15838,0
1,1,1,6,0,2,5,0,23015,0.608577633,0,0.598372258,48,3,5,1,1990,15846,1
1,1,1,9,0,1,2,0,23013,0.607939097,0,0.59751773,10,3,5,1,771,15848,1
1,1,1,9,0,1,0,0,23011,0.607298475,0,0.596659559,0,3,5,1,772,15851,1
1,1,1,7,0,1,3,0,23029,0.606655756,0,0.595797721,7,3,4,1,390,15852,1
1,1,1,30,0,1,1,0,23027,0.606010929,0,0.594932191,27,3,4,1,574,15852,0
1,1,1,13,0,2,1,0,23025,0.604714912,0,0.593189964,8,3,4,1,429.5,15859,0
1,1,1,16,0,4,13,0,23033,0.374508709,0,0.589660159,13,3,3,1,1376.5,15866,1
1,1,1,20,0,7,7,0,23041,0.619047619,1,0.427281746,7,3,4,1,2577.857143,15872,1
1,1,1,1,0,1,0,0,23047,0.6875,0,0.533535354,2,3,4,0,0,15894,1
1,1,1,20,0,7,0,0,23039,0.602484472,0,0.417284171,7,3,4,0,0,15913,1
1,1,1,16,0,4,0,0,23031,0.375160875,0,0.615609044,13,3,3,1,0,15932,1
1,1,1,50,0,4,0,0,23023,0.624448124,0,0.612214864,42,3,4,0,0,15932,1
1,1,1,45,0,11,0,0,23009,0.617481731,0,0.602564103,113,3,5,0,0,15932,1
1,1,1,224,0,13,31,0,23001,0.411802935,0,0.35705301,59,3,4,0,148.7692308,15932,1
1,0,1,45,7,1,5,4,17703,0.416440678,11,0,85,3,4,55,1175,15932,1
1,1,1,1,0,1,1,0,22759,0.414455782,0,0.52,4,3,3,2,662,15932,0
1,1,1,4,2,2,0,0,22737,0.376425856,2,0.413368056,4,3,5,2,0,15988,1
1,0.5,1,1,0,1,0,0,22757,0.412457338,0,0.5,4,3,3,2,0,16044,1
1,1,1,1,0,1,1,0,22941,0.413843451,0,0.410445205,1,6,5,1,427,16096,0
1,1,1,0,0,1,0,0,22835,0.614112554,0,0.491666667,2,3,4,1,39,16096,0
1,1,1,162,0,3,0,0,22659,0.409334554,0,0.32962963,183,3,5,2,0,16134,0
1,1,1,162,0,3,0,1,22661,0.404755752,1,0.322992299,183,3,5,2,0,16142,1
2,1,1,323,4,15,34,0,22669,0.400705128,4,0.428196147,151,3,4,2,733.0666667,16166,1
1,1,1,1,0,1,1,0,22939,0.403213669,0,0.408419244,1,6,5,1,427,16168,1
1,0,1,91,0,4,0,0,21939,0.781297134,0,0,194,3,4,8,0,16170,0
1,0,1,1,0,3,1,0,21943,0.776234568,0,0,73,3,4,8,1060.666667,16173,1
1,0,1,91,1,2,0,0,21941,0.776234568,1,0,122,3,4,8,0,16182,1
1,1,1,51,0,2,4,0,22907,0.375088376,1,0.635645798,34,0,4,1,3711,16191,1
1,1,1,51,0,2,4,0,22905,0.373994917,0,0.649688738,34,0,4,0,3711,16194,1
1,1,1,2,0,1,2,0,22887,0.649092971,0,0.373446752,20,3,4,1,762,16194,0
1,1,1,55,0,10,22,0,22885,0.643021915,0,0.367911829,63,3,4,1,468.5,16194,1
1,1,1,57,0,10,0,0,22883,0.636737089,0,0.362278245,83,3,4,0,0,16194,1
1,1,1,23,1,2,20,0,20157,0.474778761,1,0.629068755,40,3,4,28,771.5,16195,0
1,0.5,1,0,0,1,0,0,22833,0.628097731,0,0.483050847,2,3,4,0,0,16195,1
1,1,1,7,0,3,2,0,22745,0.783171521,0,0.896825397,17,3,4,1,33.33333333,16195,1
1,1,1,47,0,5,1,0,22743,0.772108844,0,0.890295359,3,3,4,1,48.6,16213,1
1,1,1,0,0,1,0,0,22679,0.76975945,0,0.888888889,25,3,4,1,127,16217,1
1,1,1,0,0,1,0,0,22681,0.767361111,0,0.887445887,4,3,4,1,47,16219,1
1,1,1,12,0,7,6,0,22677,0.74906367,0,0.876190476,9,3,4,1,52.28571429,16219,1
1,1,1,55,0,3,27,0,20371,1,2,0.67,77,3,4,26,169,16220,0
1,1,0,55,0,3,0,0,20369,0,0,0.625,77,3,4,26,0,16228,1
1,1,1,4,0,3,4,0,22719,0.519298246,0,0.879081633,11,3,4,1,2851.333333,16273,0
1,1,1,68,0,14,0,0,22675,0.702222222,0,0.845238095,61,3,4,1,0,16273,1
1,1,1,3,0,5,3,0,22643,0.417502405,0,0.645320197,21,3,4,1,906.4,16273,0
1,1,1,64,0,2,1,0,22287,0.506410256,0,0.585714286,12,3,4,5,394,16273,0
2,1,1,323,0,15,18,0,22667,0.392875817,0,0.416516787,151,3,4,0,292,16274,1
1,1,1,3,0,5,0,0,22641,0.417726221,0,0.660278746,21,3,4,0,0,16274,1
1,1,1,10,0,2,3,0,22555,0.694063927,0,0.839506173,8,3,4,1,248,16274,1
1,1,1,7,0,4,2,0,22551,0.676328502,0,0.826666667,6,3,4,1,68.25,16274,1
1,1,1,66,0,5,2,0,22547,0.651041667,0,0.807407407,18,3,4,1,116.4,16281,1
1,1,1,54,0,6,2,0,22545,0.614942529,0,0.777777778,14,3,4,1,110,16281,1
1,1,1,35,0,6,0,0,22543,0.570512821,0,0.737373737,2,3,4,1,96.66666667,16281,1
1,1,1,1,0,2,1,0,22541,0.553333333,0,0.720430108,4,3,4,1,691,16281,0
1,1,1,25,1,2,9,0,22327,0.470514557,1,0.414732525,34,5,4,4,154.5,16281,1
1,1,1,0,0,1,0,0,22335,0.469256871,0,0.413224104,4,3,4,4,1391,16281,0
1,1,1,10,0,2,0,0,22553,0.534722222,0,0.701149425,8,3,4,0,0,16282,1
1,1,1,7,0,4,0,0,22549,0.492424242,0,0.653333333,6,3,4,0,0,16282,1
1,0.333333333,1,154,0,12,0,0,22539,0.302083333,0,0.333333333,36,3,4,0,0,16288,1
1,1,1,0,0,1,0,0,22333,0.467993197,0,0.411707887,4,3,4,4,1391,16292,1
1,1,1,25,0,2,0,0,22325,0.46544771,0,0.408651824,34,5,4,4,0,16292,1
1,1,1,0,2,5,0,0,21789,0.615151515,2,0.430924855,20,3,5,8,55.8,16292,0
1,1,1,5,0,2,0,0,22505,0.514184397,0,0.651785714,29,3,4,1,0,16292,1
1,1,1,5,0,2,0,0,22507,0.508960573,0,0.642857143,29,3,4,1,1040.5,16292,1
1,1,1,1,0,1,1,0,22407,0.714221503,0,0.602845528,1,3,4,1,1061,16305,1
1,1,1,2,0,1,2,0,22419,0.625,0,1,2,3,4,1,876,16305,0
1,0,1,2,0,1,0,0,22417,0.611111111,0,0,2,3,4,0,0,16321,1
1,1,1,3,0,2,1,0,22403,0.713603604,0,1,12,3,4,1,1760,16321,1
1,1,1,70,0,22,37,0,22401,0.706626061,2,1,68,3,4,1,639.5,16321,1
1,1,1,1,0,1,0,0,22405,0.706300813,0,0.600408998,1,3,4,0,0,16321,1
1,1,1,73,0,23,0,0,22399,0.698615851,0,1,80,3,4,0,0,16321,1
1,1,1,8,0,2,4,0,22389,0.363520408,0,0.849673203,18,3,4,1,20,16340,0
1,1,1,8,0,2,0,0,22387,0.362381804,0,0.848184818,18,3,4,1,0,16340,1
1,1,1,3,0,2,1,0,22375,0.697928544,0,0.595445135,1,3,4,1,1357,16369,1
1,1,1,1,0,1,0,0,22381,0.697583714,0,1,0,3,4,1,437,16374,1
1,1,1,66,0,2,13,0,22377,0.696891686,0,0.590356394,53,3,4,1,1365,16375,1
1,1,1,1,0,1,0,0,22379,0.696544483,0,1,0,3,4,0,0,16376,1
1,1,1,69,0,2,0,0,22373,0.695847685,0,0.585138004,54,3,4,0,0,16376,1
1,1,1,11,0,2,6,0,22365,0.600628931,0,0.363105905,26,3,4,1,469,16376,0
1,1,1,11,0,2,0,0,22363,0.595541401,0,0.361962469,26,3,4,0,0,16380,1
1,1,1,2,0,1,2,0,22353,0.422241379,0,0.412145949,3,3,5,1,979,16385,0
1,1,1,2,0,1,0,0,22351,0.420242215,0,0.410615079,3,3,5,1,0,16385,1
1,1,1,1,0,1,0,0,22331,0.55769099,0,0.407111855,2,3,4,1,3550,16386,1
1,1,1,46,0,3,19,0,22265,0.592948718,0,0.479393939,25,3,4,1,633.6666667,16386,0
1,1,1,8,2,2,8,0,22261,0.576666667,3,0.469753086,126,3,4,1,901,16532,1
1,1,1,18,1,1,0,0,22253,1,1,0.621428571,14,3,4,1,28,16683,0
1,1,1,1,0,1,0,0,22329,0.556627747,0,0.405563844,2,3,4,0,0,16685,1
1,1,1,18,0,1,0,0,22251,1,0,0.615942029,14,3,4,1,0,16687,1
1,1,1,67,2,10,15,2,21627,0.381894296,4,0.303415783,944,3,5,8,360.7,16707,1
1,1,1,67,0,10,0,0,21625,0.381894296,0,0.303415783,944,3,5,8,0,16709,1
1,1,1,2,0,1,0,0,22313,0.445714286,0,0.300945626,12,3,4,1,349,16718,0
1,1,1,5,0,2,0,0,21003,0.443594646,0,0.295952381,17,3,4,15,0,16720,1
1,1,1,57,0,1,2,0,22259,0.608843537,0,0.464797508,62,3,4,1,133,16720,0
1,0.5,1,64,0,2,0,0,22285,0.5,0,0.42,12,3,4,0,0,16722,1
1,1,1,73,0,3,6,0,22235,0.395953631,0,0.312771203,10,3,4,1,1142.333333,16726,1
1,1,1,8,0,2,2,0,22277,0.70176448,0,1,10,3,4,1,1757.5,16729,1
1,1,1,25,0,14,10,0,22275,0.696881092,1,1,35,3,4,1,542.4285714,16730,1
1,1,1,37,0,15,12,0,22273,0.691468254,1,1,28,3,4,1,494.4,16730,1
1,1,1,63,0,29,0,0,22271,0.682719836,0,1,65,3,4,0,0,16739,1
1,1,1,11,2,2,7,2,21507,0.592198582,4,0.593333333,41,3,4,7,463,16757,0
1,1,1,1,1,1,1,1,21135,0.583333333,3,0.576388889,7,3,4,14,768,16758,1
1,1,1,0,0,5,0,0,21787,0.532520325,0,0.530555556,20,3,5,4,55.8,16759,1
1,0.5,1,73,0,3,6,0,22233,0.393566096,0,0.306616915,10,3,4,0,1142.333333,16771,1
1,1,1,84,0,31,60,0,22183,0.678797468,0,1,80,3,4,1,324.5483871,16771,1
1,1,1,21,0,4,1,0,22189,0.67716285,0,1,2,3,4,1,1994,16800,1
1,1,1,36,0,24,36,0,22187,0.666994751,0,1,40,3,4,1,298.2916667,16806,1
1,1,1,40,0,23,35,0,22185,0.656630582,0,1,53,3,4,1,203.2173913,16807,1
1,0,1,1,0,1,1,0,22165,1,0,0,2,5,4,1,6122,16808,0
1,1,1,63,0,1,60,0,21937,0.664634146,0,0.853233831,63,3,4,1,1634,16840,1
1,1,1,15,1,4,11,0,21073,0.842767296,1,0.44746307,23,3,4,12,391.5,16840,1
1,1,1,0,0,3,0,0,21925,0.840510367,1,0.444250646,25,3,4,1,481.6666667,16842,1
1,1,1,8,0,4,2,0,21929,0.663260672,0,1,16,3,4,1,1397,16842,1
1,1,1,63,0,1,0,0,21935,0.662801273,0,0.8525,63,3,4,0,0,16843,1
1,1,1,2,0,1,2,0,20945,0.83974359,1,1,2,3,4,14,853,16843,0
1,1,1,8,0,4,0,0,21927,0.662322817,0,1,16,3,4,0,0,16845,1
1,0,1,1,0,1,0,0,21071,0.838969404,0,0,2,3,4,12,0,16846,1
1,0,1,10,0,2,0,0,21043,0.836601307,0,0,20,3,4,12,0,16855,0
1,0,1,3,0,1,0,0,21041,0.836601307,0,0,0,3,4,12,0,16859,0
1,0,1,2,0,1,1,0,21039,0.835796388,0,0,17,3,4,12,655,16870,1
1,0,1,6,0,2,6,0,21033,0.832495812,0,0,6,3,4,12,879,16880,1
1,0,1,14,0,2,4,0,20389,0.832495812,0,0,62,3,4,19,882.5,16890,1
1,1,1,24,0,8,18,0,21923,0.659269533,0,0.612080537,18,3,4,1,1745,16891,1
1,1,1,24,0,8,0,0,21921,0.65544647,0,0.590070922,18,3,4,0,0,16891,1
1,0,1,5,0,3,0,0,20941,0.829931973,4,0,78,3,4,13,0,16891,1
1,0,1,3,0,2,0,0,20943,0.828178694,0,0,76,3,4,13,0,16891,1
1,1,1,7,0,1,7,0,21873,0.44381877,0,0.613961606,7,3,2,1,363,16894,0
1,1,1,13,0,1,0,0,21799,0.442736706,0,0.611929825,13,3,2,1,0,16965,1
1,1,1,5,0,1,1,0,21871,0.520833333,0,0.461320755,1,3,4,1,124,17001,0
1,1,1,5,0,1,1,0,21869,0.508547009,0,0.456190476,1,3,4,0,124,17003,1
1,1,1,144,0,8,3,0,21665,0.397869507,0,0.523452769,59,3,4,4,87.125,17004,0
1,0,1,135,0,11,0,0,21439,0.3728223,0,0,170,3,4,6,0,17005,1
1,0,0.142857143,135,0,11,60,0,21441,0.142857143,0,0,170,3,4,6,2426.909091,17006,1
1,1,1,64,0,25,14,0,21815,0.643168605,0,0.834285714,14,3,4,1,694.12,17014,1
1,1,1,6,0,1,0,0,21813,0.642649199,0,0.833333333,1,3,4,1,829,17021,1
1,1,1,14,0,8,5,0,21823,0.638438881,0,1,32,3,4,1,1091.875,17022,1
1,1,1,14,0,8,5,0,21821,0.634128167,0,1,32,3,4,0,1091.875,17030,1
1,1,1,47,0,3,4,0,21761,1,0,0.633982036,62,3,4,1,1520.333333,17030,1
1,1,1,70,0,25,0,0,21811,0.619751166,0,0.805369128,15,3,4,0,0,17030,1
1,1,1,6,0,1,6,0,21801,0.441650422,0,0.609876543,6,3,2,1,363,17030,1
1,1,1,47,0,3,0,0,21759,1,0,0.61796875,62,3,4,1,0,17031,1
1,1,1,7,0,2,1,0,21717,0.617032393,0,0.587769784,1,3,4,1,520.5,17034,1
1,1,1,7,0,2,0,0,21715,0.615828092,0,0.581751825,1,3,4,0,0,17036,1
1,1,1,7,0,2,0,0,21713,0.614616193,0,0.802721088,0,3,4,1,2192.5,17038,1
1,1,1,23,0,6,1,0,21711,0.610934183,0,0.794326241,1,3,4,1,654,17042,1
1,1,1,30,0,8,0,0,21709,0.605913978,0,0.781954887,1,3,4,0,0,17056,1
1,1,1,0,0,5,0,0,21321,0.422190734,0,0.7734375,31,3,4,6,13,17058,1
1,1,1,0,0,5,0,0,21319,0.419573844,0,0.764227642,31,3,4,6,13,17058,1
1,1,1,13,0,1,1,0,21691,0.605546581,0,0.419047619,15,3,4,1,3057,17059,1
1,1,1,13,0,1,0,0,21689,0.605987055,0,0.4191254,15,3,4,0,0,17059,1
1,1,1,0,4,5,0,0,21211,1,5,0.59375,51,3,4,6,168.8,17059,1
1,1,0,0,0,5,0,0,21209,0,0,0.559322034,51,3,4,6,0,17074,1
1,1,1,144,0,8,0,0,21663,0.412628982,0,0.510702341,59,3,4,0,0,17083,1
1,1,1,13,0,3,1,0,21631,0.682359307,0,0.519747235,10,3,4,1,3750.666667,17083,0
1,1,1,13,0,3,1,0,21629,0.676048565,0,0.512820513,10,3,4,0,3750.666667,17100,1
1,1,1,11,0,3,0,0,21333,0.444871795,0,0.403073473,56,3,3,3,0,17102,1
1,1,1,11,5,3,4,0,21335,0.438987044,6,0.398071296,56,3,3,3,1991.666667,17102,1
1,1,1,3,0,1,0,0,21545,1,0,0.444716924,2,3,4,1,0,17112,0
1,1,1,5,0,2,0,0,21373,0.394689674,0,0.434994069,39,3,4,2,0,17113,0
1,1,1,5,0,1,4,0,21379,0.392984574,0,0.43297619,13,3,4,2,3219,17113,1
1,1,1,0,0,1,0,0,21375,0.389545393,0,0.428896882,2,3,4,2,0,17115,1
1,1,1,0,0,1,0,0,21377,0.389545393,1,0.428896882,24,3,4,2,0,17118,1
1,1,0,3,0,1,1,0,21547,0,1,0.444212121,2,3,4,1,687,17118,1
1,1,1,1,0,1,1,0,21543,0.672474338,0,0.618551587,2,3,4,1,1671,17120,1
1,1,1,17,0,2,2,0,21539,0.67303523,0,0.818181818,2,3,4,1,444.5,17120,1
1,1,1,15,0,6,9,0,21537,0.669813903,0,0.808695652,10,3,4,1,685.5,17120,1
1,1,1,1,0,1,0,0,21541,0.669270833,0,0.616267465,2,3,4,0,0,17122,1
1,1,1,32,0,6,0,0,21535,0.665974529,0,0.798165138,12,3,4,0,0,17122,1
1,1,1,6,0,2,0,0,21427,0.666527778,0,0.794392523,0,3,4,1,1342,17122,1
1,1,1,16,0,4,0,0,21423,0.670162192,0,1,0,3,4,1,285,17127,1
1,1,1,4,0,1,3,0,21419,0.669607843,0,0.450667273,7,3,4,1,3047,17165,1
1,1,1,6,0,2,0,0,21425,0.668493536,0,0.79047619,0,3,4,0,0,17179,1
1,1,1,16,0,4,0,0,21421,0.666242218,0,1,0,3,4,0,0,17217,1
1,1,1,4,0,1,0,0,21417,0.665674603,0,0.45016697,7,3,4,0,0,17225,1
1,1,1,105,1,3,14,0,21215,0.453856209,2,0.675268817,180,3,5,3,1402.666667,17227,1
1,1,1,9,0,4,2,0,18637,0.66723356,0,0.453184034,102,3,4,28,2839.25,17228,1
1,1,1,105,0,3,14,0,21213,0.450624589,0,0.669945355,180,3,5,2,1402.666667,17231,1
1,1,1,146,1,4,0,0,20765,0.410126297,1,0.505762712,95,0,4,8,99,17232,1
1,1,1,2,3,9,1,0,18627,0.645531401,3,0.49078727,53,3,4,28,2991.444444,17233,1
1,1,1,180,0,8,0,0,18639,0.624358974,0,0.469458988,0,3,4,28,765,17248,0
2,1,1,1,2,1,1,1,18629,0.621447028,3,0.48655914,23,3,4,28,12442,17248,0
1,1,1,28,0,5,1,0,21325,0.678244711,0,0.78,1,3,4,1,625.6,17248,1
1,1,1,28,0,5,0,0,21323,0.675461361,0,0.768421053,1,3,4,0,0,17248,1
1,1,1,98,0,2,3,0,21223,0.675491898,0,0.657037037,4,3,4,1,2238,17248,1
1,1,1,1,0,1,1,0,21305,1,0,0.595652174,2,3,4,1,434,17248,0
1,1,0,1,0,1,0,0,21303,0,0,0.577272727,2,3,4,0,0,17278,1
1,0,1,25,0,18,5,0,21261,0.407713499,0,0,56,3,4,1,110.2777778,17280,0
1,1,0.5,8,1,4,0,0,20745,0.335714286,1,0.506013746,9,3,4,6,454.75,17281,0
1,1,0.5,8,0,4,0,0,20743,0.335714286,0,0.506013746,9,3,4,6,0,17281,0
1,1,1,222,0,34,147,0,21245,0.724696545,0,0.85300207,295,3,4,1,405.2941176,17281,0
1,1,1,16,0,2,3,0,21201,0.604148199,0,0.601311249,23,3,4,2,132,17281,0
1,1,1,5,0,1,1,0,21199,0.603201185,0,0.600345901,8,3,4,2,123,17285,1
1,1,1,3,0,1,3,0,21195,0.602249629,0,0.599375867,4,3,4,2,354,17285,0
1,1,1,1,0,1,1,0,21191,0.601293498,0,0.598401112,5,3,4,2,56,17285,0
1,1,1,3,0,3,3,0,21189,0.598397325,0,0.595448179,12,3,4,2,44,17285,0
1,1,1,14,0,2,10,0,21143,0.593455313,0,0.596443054,20,3,5,3,802.5,17289,0
1,1,1,1,0,1,1,0,21179,0.426835138,0,0.402489177,1,3,4,3,3555,17312,0
1,0,1,0,1,1,0,0,20893,0.535326087,1,0,1,3,4,5,308,17312,0
1,0,1,0,0,1,0,0,20891,0.535326087,0,0,1,3,4,5,0,17358,0
1,1,1,14,0,2,10,0,21141,0.591442716,0,0.594469671,20,3,5,3,802.5,17358,1
1,1,1,222,0,34,0,0,21243,0.703965863,0,0.812169312,295,3,4,0,0,17368,1
1,1,1,0,0,3,0,0,21175,0.588386177,0,0.416773183,41,3,4,3,26,17368,0
1,1,1,98,0,2,0,0,21221,0.675522648,0,0.651879699,4,3,4,0,0,17368,1
1,1,1,7,0,2,0,0,21219,0.674388112,0,0.770609319,0,3,4,1,979.5,17377,1
1,1,1,15,0,4,7,0,20905,0.67209507,2,0.541666667,57,3,4,5,1215.25,17377,1
1,1,1,7,0,2,0,0,21217,0.670936396,0,0.765567766,0,3,4,0,0,17377,1
1,0.25,1,4,0,2,0,0,20907,0.666815742,0,0.25,1,3,4,5,147.5,17387,1
1,0.25,1,19,0,5,0,0,20903,0.666815742,0,0.25,58,3,4,5,0,17387,1
1,1,1,3,0,1,0,0,21193,0.597560691,0,0.61152381,4,3,4,0,0,17397,1
1,1,1,4,0,4,0,0,21187,0.593576143,0,0.607599808,17,3,4,0,0,17399,1
1,1,1,28,0,1,26,0,21173,0.606606389,1,0.592567647,35,3,4,1,1354,17401,1
1,1,1,1,0,1,1,0,21177,0.441666667,0,0.427852395,1,3,4,1,3555,17401,1
2,1,1,28,0,4,0,0,21171,0.602673243,0,0.507051981,76,3,4,1,0,17409,1
1,1,1,9,0,4,9,0,21123,0.403133903,0,1,30,3,4,1,440.75,17414,0
1,0,1,9,0,4,0,0,21121,0.41740413,0,0,30,3,4,0,0,17429,1
1,1,1,1,0,1,1,0,20475,0.601654457,0,0.435409524,3,3,4,7,6116,17431,0
1,0,1,0,0,2,0,0,19173,0.534798535,3,0,78,3,4,18,1279.5,17431,0
1,0,1,14,3,4,14,0,19171,0.524344569,5,0,35,3,4,18,2078.25,17431,1
1,0,1,1,5,4,1,0,19169,0.513409962,10,0,122,3,4,18,1423.25,17432,0
1,1,1,17,1,2,4,0,20939,0.901648999,1,0.7421875,7,3,4,2,196,17433,0
1,1,1,4,0,1,4,0,20897,0.468992248,0,0.511627907,4,3,4,2,5379,17434,0
1,0,1,0,0,1,0,0,19671,0.827288428,0,0,3,3,4,14,303,17435,0
1,0,1,0,0,2,0,0,19667,0.823633157,0,0,72,3,4,14,457.5,17436,1
1,0,1,0,0,2,0,0,19669,0.823633157,0,0,76,3,4,14,461,17437,1
1,0,1,2,1,1,2,0,19665,0.822695035,1,0,4,3,4,14,645,17439,0
1,0,1,0,0,1,0,1,19659,0.82078853,1,0,8,3,4,14,562,17439,1
1,0,1,5,0,1,3,0,19657,0.82078853,0,0,5,3,4,14,556,17440,1
1,1,1,34,0,4,0,0,20935,0.900948992,0,0.705357143,17,3,4,1,0,17443,1
1,1,1,9,0,1,3,0,21031,0.70609319,0,0.77037037,6,3,4,1,247,17443,1
1,1,1,9,0,1,0,0,21029,0.70556553,0,0.767790262,6,3,4,0,0,17448,1
1,1,1,7,0,1,1,0,21027,0.705035971,0,0.765151515,1,3,4,1,2036,17457,1
1,1,1,7,0,1,0,0,21025,0.704504505,0,0.762452107,1,3,4,0,0,17460,1
1,1,1,146,0,4,0,0,20763,0.419954649,0,0.507731959,95,0,4,3,0,17467,1
1,0,1,0,5,10,0,0,19175,0.477366255,9,0,65,3,4,18,1312.7,17467,1
1,0,1,0,1,2,0,0,19177,0.477366255,5,0,56,3,4,18,792.5,17468,0
1,0,1,0,0,2,0,0,19167,0.470833333,1,0,39,3,4,18,1240.5,17475,1
1,0,1,1,1,4,1,0,19067,0.45021645,3,0,67,3,4,21,700,17479,1
1,0,1,2,0,2,1,2,19073,0.45021645,2,0,2,3,4,21,1362,17480,0
1,0,1,1,0,6,1,0,19065,0.427927928,2,0,15,3,4,21,1628,17482,0
1,0,1,0,2,2,0,2,17707,0.407925408,13,0,87,3,4,34,500,17484,1
1,0,1,0,0,3,0,0,19063,0.407925408,0,0,101,3,4,21,548.3333333,17484,0
1,1,1,3,1,1,3,0,21005,0.46831357,1,0.347311828,5,3,4,1,1520,17484,0
1,1,1,17,0,2,3,0,20937,0.900595238,0,0.682692308,10,3,4,1,348.5,17484,1
1,1,1,2,0,2,2,0,20911,0.714285714,0,0.756862745,19,3,4,1,573,17507,1
1,1,1,1,0,1,0,0,20933,0.900417412,0,0.863567649,0,3,4,1,264,17508,1
1,1,1,2,0,1,0,0,20931,0.900238949,0,0.863257576,0,3,4,1,266,17514,1
1,1,1,5,0,1,0,0,20929,0.900059844,0,0.86294609,0,3,4,1,234,17514,1
1,1,1,212,0,18,21,0,20927,0.896722325,0,0.857086302,46,3,4,1,246.2222222,17514,1
1,1,1,4,0,1,2,0,20915,0.896530359,0,0.856746032,2,3,5,1,753,17514,0
1,1,1,220,0,18,0,0,20925,0.892948718,0,0.850331675,46,3,4,0,0,17547,1
1,1,1,4,0,1,0,0,20913,0.892742453,0,0.849958437,2,3,5,1,0,17575,1
1,1,1,2,0,1,0,0,20821,0.724637681,0,0.733585859,0,3,4,1,818,17583,0
